	1	-174.66231226921082
	2	-153.23975038528442
	3	-31.268878698349
	4	-140.75377789139748
	5	52.35470175743103
	6	-163.8286566734314
	7	-211.12905061244965
	8	-162.96936106681824
	9	-136.21343743801117
	10	-138.62299752235413
	11	-168.40211725234985
	12	-141.7302542924881
	13	-190.28093266487122
	14	-183.63502955436707
	15	-117.98559474945068
	16	-144.62628555297852
	17	55.86304259300232
	18	-151.89467203617096
	19	-172.3153953552246
	20	-172.84287405014038
	21	-145.71659111976624
	22	-143.30954003334045
	23	-155.10249042510986
	24	-160.64793753623962
	25	-155.19420266151428
	26	-164.82053446769714
	27	68.98864817619324
	28	-164.46949434280396
	29	-180.18222570419312
	30	-147.06121861934662
	31	-145.71854186058044
	32	26.32637119293213
	33	39.604611992836
	34	-10.452659845352173
	35	-162.85971760749817
	36	-167.76302452385426
	37	-158.06374788284302
	38	-154.11597102880478
	39	-150.14669156074524
	40	11.185911178588867
	41	-160.43671369552612
	42	-164.26816034317017
	43	-171.45652282238007
	44	-130.8308732509613
	45	-172.57501101493835
	46	-132.92650967091322
	47	-170.04981327056885
	48	-157.22981190681458
	49	-148.17439889907837
	50	-162.06973126530647
	51	-178.03185081481934
	52	-172.1856336593628
	53	48.46485137939453
	54	29.70446527004242
	55	-166.9772825241089
	56	81.0359103679657
